CountryName,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Slovenia,Slovenia,31.46156243,31.38376639,31.64002727,31.68925751,32.19971946,32.50908959,32.81716114,32.53785662,33.28261914,33.83524842,33.66454877,34.29714813,34.41561284,34.5708879,34.96956568,35.09152045,35.46981463,35.52620615,35.59031419,35.70905666,36.05341151,35.95571369,36.39635903,36.66903923,37.29797697,37.34398617,37.59820946,37.86177649,38.06535077,38.31979082,38.57359002,38.77695963,39.04104873,39.29509312,39.51840987,39.75246614
Argentina,Argentina,31.44359699,31.92665959,31.97637645,32.45753777,32.54943587,32.83340424,33.18924862,33.25406058,33.81519868,34.05792242,34.04836465,33.97505273,34.27098598,34.95160896,34.95387637,35.33098692,35.7477448,35.80509093,36.07925218,36.4018157,36.45601544,36.76860778,36.85740856,37.25142009,37.32070632,37.73183311,37.96837941,38.22107707,38.45790276,38.69214415,38.92909995,39.16569997,39.4183635,39.65482725,39.91196862,40.14847056
Spain,Spain,31.36762811,31.23959741,31.28864231,31.53874019,31.63223378,31.87416143,32.00261282,32.44977569,32.44625362,33.09691282,33.4390215,34.13201311,34.12626321,34.22116397,34.585591,35.20078122,35.48338628,35.70125304,35.8787736,35.85802249,35.6775331,35.39873795,34.60438167,35.71404231,36.56715094,36.81792449,37.05278231,37.27240456,37.5323042,37.73776646,37.95755479,38.23983569,38.44424448,38.6696749,38.89983885,39.15018196
Barbados,Barbados,31.34948017,31.99724942,31.64593801,32.37649418,32.64334322,32.86484622,33.61046755,33.38009034,34.04606626,33.85779709,34.82683343,34.9983351,35.14335032,35.57535344,36.29058264,36.06324264,36.33438525,35.64365399,36.7182304,36.90176083,36.86854892,37.49903257,37.63417754,37.74303834,38.49415056,38.63361333,38.91916322,39.20161821,39.48876634,39.74729671,40.06049556,40.34263657,40.62443633,40.88847659,41.16953744,41.45740868
Cuba,Cuba,31.29931496,31.46055805,31.48703622,31.51442868,32.10920229,32.30743815,32.38914617,32.27923953,32.5139192,32.4917462,32.61110095,32.66827293,32.89264921,33.21609527,33.48681472,33.61716595,33.63981661,33.8258196,34.05678785,34.31144417,34.46033408,34.45818499,34.6563668,34.81717475,35.02598051,35.11332903,35.26303317,35.41335178,35.5675457,35.71788039,35.88679563,36.04045068,36.19156789,36.34143615,36.49548293,36.64557883
CostaRica,CostaRica,31.13605333,31.31187023,31.698547,31.61284007,31.72651687,31.98010256,31.93303281,32.74918932,32.10141016,32.8042444,32.63771692,32.84630422,33.84483907,34.22611246,34.51150191,34.55392785,34.71942425,35.05329974,35.2172953,34.72385618,35.22303092,35.39487179,35.94378974,36.13997177,36.17446934,36.50638642,36.73287024,36.93915697,37.16538297,37.39252852,37.6193576,37.84678023,38.07787583,38.28503318,38.48886869,38.71546767
Poland,Poland,31.01618846,30.80151371,31.14138944,31.23648496,31.27516016,31.41216999,31.71385192,31.90192529,32.03678989,32.13805359,32.18409575,32.34471152,32.95269078,32.92533749,33.48223934,33.59832094,34.02391497,34.18400832,34.3093919,34.22531542,34.38434066,34.31350125,34.57921266,34.58794907,35.10173146,35.27207677,35.45485889,35.62970559,35.82322096,36.0115371,36.18133465,36.37024067,36.57821414,36.75299095,36.94677182,37.13436724
UnitedStates,UnitedStates,30.96789694,31.10060902,31.3820489,31.59064953,32.42108996,32.86927249,33.72101749,33.67148965,34.23966238,34.3944476,34.44128317,34.76786888,34.9735261,35.25359598,35.37563058,35.96614188,35.71254375,35.84214619,36.34887312,36.12339623,36.25744414,36.38341621,36.34454784,37.0471156,37.66587514,37.90385154,38.14588981,38.39230518,38.64967631,38.93131097,39.17745035,39.41839686,39.66567793,39.92443851,40.16973953,40.45039185
RussianFederation,RussianFederation,30.87784655,31.46957576,31.76949075,32.18437925,32.08625566,32.16215691,32.59460978,32.94227322,33.01604367,33.19386296,33.35189769,33.58382253,33.69830882,33.95078859,34.4537157,34.71265079,34.99223723,35.27989225,35.62984976,35.82580189,36.03741287,35.94781243,36.33717767,36.67035332,36.82258837,37.07646043,37.3211709,37.56309407,37.80778229,38.02718362,38.27245845,38.51269139,38.78217896,39.00205894,39.24645359,39.48801185
Japan,Japan,30.5621027,30.44129482,30.97218963,31.20867092,32.3276155,32.82403285,32.89849102,33.11828802,33.3915894,33.30390418,33.63871954,33.61461861,33.69783104,33.81943836,33.88894803,34.23193384,34.22922847,33.83748275,34.05860496,34.52424493,34.67346491,34.59305349,34.6234498,35.37602418,35.4356581,35.68572495,35.85315595,36.03338524,36.20218865,36.38102464,36.57793025,36.7585696,36.92791008,37.08645708,37.25543447,37.43600205
Belgium,Belgium,30.47445384,29.36380374,30.54274916,30.06519868,30.3022645,30.92051217,30.50864805,30.48577019,31.14181736,31.2957147,32.98354219,33.47105045,33.81458799,34.69098595,34.04287655,34.47363435,34.81707713,34.96788059,35.19104571,35.55434923,36.20504547,35.99830973,35.1173352,36.10297173,36.85726537,37.25257118,37.5434134,37.88256989,38.18152362,38.5032676,38.81146826,39.13263344,39.44039852,39.77059845,40.05710613,40.40022654
Chile,Chile,30.36505166,30.43326814,30.35714229,30.77491439,30.9394591,31.02850547,31.00537025,30.98685014,31.3659886,31.4866002,31.86447112,31.82926725,32.15679375,32.16072333,32.20573933,32.29616493,32.5336813,32.77006473,32.97514202,32.95345713,33.2953898,33.35124762,33.67073645,33.58905022,33.77521024,33.93919714,34.07039817,34.2213874,34.37789211,34.53086319,34.68326171,34.83866773,34.97071543,35.12741654,35.25745827,35.41178354
Australia,Australia,30.31981729,30.56727678,30.97113926,31.02524262,31.08392965,31.18811885,31.25767122,31.24947419,31.95380282,32.63784507,32.79338873,32.60741953,32.67130438,33.10864419,33.01162471,33.23884001,33.67073555,33.9146,34.12919914,34.02859749,34.239876,34.37014287,34.49922878,34.58894032,34.94008112,35.22683892,35.42591006,35.59982591,35.79631263,35.97353374,36.16774395,36.39949665,36.57214655,36.77292907,36.96741117,37.12792713
Austria,Austria,29.84167067,30.4616519,30.9652408,30.77266108,30.99274195,30.99783281,32.52492418,32.96602145,32.89935289,32.24386783,33.34563758,33.77284908,33.84815495,33.90429013,33.87629903,35.02191903,35.35425598,35.36213258,35.27319134,34.42707016,34.92541103,34.66497361,34.5457039,35.38200394,36.18229317,36.4344202,36.67957839,36.90573015,37.13139524,37.35840195,37.58430471,37.8060473,38.09091125,38.3175812,38.54384587,38.77038321
Ukraine,Ukraine,29.80648292,29.95690149,29.41828686,29.95253342,30.17075895,30.56972817,30.30689097,30.76178534,30.79180631,31.06520504,31.15042329,31.28956173,31.55368012,31.55121528,31.68836502,31.91054404,32.21277534,32.35627291,32.26394855,31.75434012,31.43186849,31.90994637,32.80824074,32.85535239,32.8601241,32.96745663,33.10741659,33.22559456,33.36183385,33.48057118,33.61686764,33.73553423,33.8720495,33.99057467,34.13074784,34.24897969
Slovakia,Slovakia,29.58693924,29.41921413,29.70956557,30.19529437,30.57184835,30.62196742,30.90063609,30.99656689,31.28771067,31.24789378,31.21097839,31.75522214,32.09789338,32.53944667,32.98874828,32.99771456,33.19283008,33.99153721,34.04761685,33.79377311,33.91602135,33.71679105,33.80222397,34.19637438,34.78152083,35.06064091,35.2457185,35.47530416,35.6899248,35.91402303,36.12896927,36.35779939,36.54814365,36.81100796,37.02523985,37.25422853
Jamaica,Jamaica,29.48346163,29.61230326,29.13331818,29.69199176,29.93706276,30.0406717,30.36069221,30.18676018,30.24103182,30.04735257,30.22899984,30.02823126,30.13606708,30.33850338,30.52653994,30.31871222,30.4941661,30.36956241,31.03066788,30.97098866,30.86226013,30.9024895,30.78130039,30.85309639,31.01608539,31.11134533,31.18126294,31.22440559,31.2946241,31.36421867,31.42964251,31.47772034,31.54707812,31.61314354,31.66074212,31.72941338
Bahrain,Bahrain,29.3557519,29.30589785,29.49802616,29.94835215,30.23263803,30.61007082,30.56619671,31.26281284,31.42798503,31.89843468,32.14261547,32.76221567,33.03346444,33.4042086,33.32763871,33.82354989,34.1381849,33.34165725,33.64935127,34.28815854,34.21291987,34.12275689,35.3298056,35.80734307,35.80516915,36.04240626,36.30536465,36.57445786,36.84117625,37.12641332,37.39218108,37.65833261,37.92409198,38.21441666,38.47647399,38.72251995
Qatar,Qatar,29.30071747,29.23380626,29.80556741,30.10573246,30.29087621,30.50460582,30.53350186,31.5316434,31.51266177,31.61716702,32.37410394,32.48321094,32.89127454,32.9426725,33.08525627,33.11441201,33.6550112,34.70147065,35.2720189,35.96545874,36.02166844,36.1093577,36.86113503,36.94886837,37.06917926,37.42825978,37.78718224,38.09466803,38.43057514,38.76843825,39.12840262,39.48276422,39.82191957,40.15683225,40.49530917,40.85008499
Venezuela,Venezuela,29.28749646,29.31976119,29.63078062,29.87054936,31.30788582,29.72565943,30.48706172,30.90948825,32.12585048,31.99051109,32.40371445,33.02745334,32.46786275,32.72124265,33.04778838,33.13134063,34.04733723,34.48037458,35.13858246,35.02911018,34.81324577,35.17932261,35.60373657,36.14599277,36.29753353,36.63022014,36.92757075,37.24763763,37.54945643,37.84939243,38.12130576,38.42239994,38.72311279,39.02433655,39.34028117,39.618145
Romania,Romania,29.22560827,28.80814687,28.93049321,29.03580678,29.25898365,29.71832062,29.90217406,30.12341825,30.24180222,30.71983372,30.80665431,31.22956139,31.39771443,31.75917814,32.02027558,32.41850555,32.30330404,32.5414983,32.59407685,32.82018768,32.74337805,32.75717632,33.01956548,33.74930065,34.03606449,34.08845738,34.30570923,34.52589064,34.74210959,34.9621764,35.17894752,35.39961429,35.61968166,35.83631272,36.0367636,36.25357171
TrinidadandTobago,TrinidadandTobago,29.05705195,29.83842825,29.70035572,30.01553608,30.19760012,30.31526047,30.57134354,30.70323176,31.06595177,31.39784038,31.76967339,32.19661075,32.24349964,32.64404906,33.00134946,33.37884197,33.64265271,34.00377397,34.38475404,34.81565023,35.04074595,35.19709416,35.15601543,35.73364878,35.94867469,36.26056749,36.55266015,36.84343545,37.11421665,37.42400791,37.7107052,38.00256865,38.27245947,38.58230803,38.87186083,39.163047
Malaysia,Malaysia,29.05049247,29.50731291,29.87564833,30.08648545,30.37964042,30.56261831,30.68600442,30.89359108,31.13265954,31.4999265,31.97068532,32.25222722,32.42020835,32.65742759,32.65655429,32.79290899,32.71466236,33.2017903,33.3359216,33.4641683,33.67516974,33.68871599,33.980316,34.33768956,34.60446426,34.83636347,35.06581823,35.27949262,35.50983508,35.72050757,35.92832351,36.13858045,36.36884183,36.55835749,36.78743019,37.01634366
Mauritius,Mauritius,29.03171105,29.29692612,29.25668449,29.28887003,29.38475427,29.73316026,28.77058641,29.96621379,30.14560824,30.06471544,30.6571813,30.91290864,30.93325069,31.43677407,31.58305166,31.72582003,32.36410461,32.44267255,32.75850308,32.86406392,33.16867099,33.51503511,33.50621505,33.66648136,33.8902918,34.11212344,34.35470297,34.57773892,34.80096709,35.02025626,35.26311904,35.48584104,35.70579952,35.92859042,36.1488618,36.36828156
Thailand,Thailand,29.02062226,29.00355025,28.98444697,29.52656396,29.97436793,30.26662496,30.62354251,30.63189191,30.81737255,31.1723968,31.16282624,31.52686064,31.88397285,32.21395346,32.43906408,32.52493052,32.79842313,32.81031181,33.32966141,33.55109068,33.84309708,33.88271411,34.09607299,34.49532242,34.74749622,34.96824662,35.20374141,35.45617936,35.6924172,35.94540831,36.18118942,36.43509247,36.6733801,36.92761874,37.16258264,37.39734023
CzechRepublic,CzechRepublic,28.92865845,28.99396806,29.56348752,29.45747626,29.77489863,29.90061979,30.2918423,30.37083097,30.53031683,30.75390589,30.98278522,31.41950938,31.80483212,32.09966217,32.02689959,32.03536766,32.21880842,32.37549637,32.74140721,32.61949258,32.88004212,32.96101026,33.09318592,33.08202724,33.69213109,33.89852846,34.07618157,34.30221409,34.46331777,34.6414505,34.86736321,35.0589467,35.23628742,35.46208444,35.62758635,35.80535007
China,China,28.82706399,28.52867291,27.97058702,28.09053208,28.1269181,28.43602212,29.35248678,29.30631453,29.02974864,29.85795375,30.12992689,30.66242202,30.97165797,31.30784123,31.71392138,32.09705276,32.56560258,32.87894521,33.19528618,33.44568227,33.63648923,33.75818815,33.83656293,34.31770722,34.70770098,34.948383,35.24804576,35.54700384,35.86456267,36.13926672,36.43778412,36.75565771,37.03094942,37.3715524,37.64713803,37.9427943
Greece,Greece,28.38642033,28.3105549,28.55540825,28.74392613,28.86775925,29.37805,30.1607515,30.44548689,30.76524653,30.97675718,31.71742825,31.98899232,32.1843565,33.42706995,32.85605543,33.73739967,33.84637436,33.8068763,33.99940379,34.40575029,34.46317178,34.53985322,34.36445135,35.4263604,35.99640379,36.27704229,36.63111483,36.95438895,37.28088646,37.60821386,37.93124983,38.23839466,38.56546953,38.91532753,39.24251998,39.54641774
Uzbekistan,Uzbekistan,28.31870306,28.23004248,28.33523714,28.34948483,28.0463049,28.68672257,29.03424864,29.26281733,29.33100508,29.52129327,29.68374117,29.77634881,29.73341605,29.86249113,30.01126333,30.31746125,30.51864264,30.73215385,30.95073454,31.10546991,31.54239824,31.8940294,32.29393593,32.29055274,32.14331754,32.34205027,32.51910219,32.67816378,32.85587481,33.03562578,33.22963582,33.40679502,33.58701968,33.76342719,33.93974852,34.12038724
Maldives,Maldives,28.0254487,28.88886701,29.29237621,29.11944666,30.1483677,30.71852581,30.83645564,30.07043178,31.68225415,32.19198854,32.95718357,32.9157139,33.66178283,34.67810314,34.7165509,34.94135075,34.95435973,35.7794257,35.45346679,36.03478717,36.7742133,36.99679675,37.35182162,37.84440354,38.38498957,38.84283093,39.27154602,39.69810372,40.09933973,40.52533913,40.95067401,41.38060957,41.78581813,42.21096986,42.63701197,43.0661947
TheformerYugoslavRepublicofMacedonia,TheformerYugoslavRepublicofMacedonia,27.97214379,28.0955729,28.43211781,28.83742857,28.48210777,29.083685,29.19622929,29.85467395,29.70891884,30.29879925,30.3109595,30.34285944,31.02669348,31.23222309,31.36315833,31.42422024,31.55311189,32.03607039,32.1746119,32.31720442,32.49592422,32.48828308,32.37120487,32.87406121,33.21343574,33.52601379,33.74001246,33.95696366,34.19558256,34.41013188,34.6264376,34.84461737,35.05784256,35.27522771,35.51298801,35.73071861
CapeVerde,CapeVerde,27.92691933,28.05501514,28.56509146,28.77531203,28.61901627,28.97238772,28.79487603,29.22844178,30.10254212,30.06342626,30.80606503,30.74339078,31.0614603,31.69434707,31.81639594,31.64835635,32.29201328,31.74038634,32.16548288,32.5040796,33.04766249,33.06371021,33.38093126,33.66302305,34.0099861,34.22919826,34.46172001,34.7205465,35.00165966,35.25626638,35.48847931,35.74408747,36.02841244,36.24015263,36.49531541,36.7503983
